piece	type	name	cat	weight	img	x	y	z
dupmc	B	Duplo Motorcycle	488	34	http://www.bricklink.com/PL/dupmc	\N	\N	\N
dupmc2	B	Duplo Motorcycle for Circus Cannonball Clown	488	34	http://www.bricklink.com/PL/dupmc2	\N	\N	\N
duppanel	B	Duplo Panel 4 x 2 x 2	167	14.83	http://www.bricklink.com/PL/duppanel	4	2	2
dupphonec01	B	Duplo Push-Button Telephone Brick with Ear / Mouthpiece (For Humans)	167	\N	http://www.bricklink.com/PL/dupphonec01	\N	\N	\N
dupraft	B	Duplo Boat Rubber Raft	639	65.21	http://www.bricklink.com/PL/dupraft	\N	\N	\N
duprooster2	B	Duplo Chicken, Rooster Tail, Lobe Comb, without Base	420	8	http://www.bricklink.com/PL/duprooster2	\N	\N	\N
duproosterold	B	Duplo Chicken, Rooster Tail Printed, Lobe Comb, without Base, Old Style	420	12.5	http://www.bricklink.com/PL/duproosterold	\N	\N	\N
dupseatold	B	Duplo Furniture Chair without Studs with Rail Back	641	5	http://www.bricklink.com/PL/dupseatold	\N	\N	\N
dupsheep	B	Duplo Sheep, Old Style with Undetermined Eyes	420	26.48	http://www.bricklink.com/PL/dupsheep	\N	\N	\N
dupsheeppb01	B	Duplo Sheep, Old Style with Solid Black Eyes	420	26.48	http://www.bricklink.com/PL/dupsheeppb01	\N	\N	\N
dupsheeppb02	B	Duplo Sheep, Old Style with Black and White Eyes	420	26.48	http://www.bricklink.com/PL/dupsheeppb02	\N	\N	\N
dupship	B	Duplo Boat Hull 12 x 23 Floating	639	558	http://www.bricklink.com/PL/dupship	\N	\N	\N
dupshipc01	B	Duplo Boat Hull 12 x 23 Floating with Ramp (Complete Assembly)	639	603	http://www.bricklink.com/PL/dupshipc01	\N	\N	\N
duptile2x4	B	Duplo Tile 2 x 4	167	4.19	http://www.bricklink.com/PL/duptile2x4	2	4	\N
duptile2x4modhc	B	Duplo Tile, Modified  2 x 4 Half Circle	167	3.5	http://www.bricklink.com/PL/duptile2x4modhc	2	4	\N
duptug	B	Duplo Boat with 2 x 4 and 1 x 2 Studs Inside (Tugboat)	639	\N	http://www.bricklink.com/PL/duptug	\N	\N	\N
dupwheel01c01	B	Duplo Wheel Double Assembly with 4 Studs, Wide Wheels and no Hitch	488	15	http://www.bricklink.com/PL/dupwheel01c01	\N	\N	\N
fabaa1	B	Fabuland Car Chassis 14 x 6 Old (with Hitch) - Complete Assembly	153	19.1	http://www.bricklink.com/PL/fabaa1	\N	\N	\N
fabac1	B	Fabuland Tricycle (1 Front Wheel)	153	15.3	http://www.bricklink.com/PL/fabac1	12	5	3
fabac2	B	Fabuland Tricycle (2 Front Wheels)	153	14.4	http://www.bricklink.com/PL/fabac2	10	5	3
fabac2pb01	B	Fabuland Tricycle (2 Front Wheels) with Ice Cream Popsicle and White Stars Pattern (Sticker) - Set 3665	153	14.5	http://www.bricklink.com/PL/fabac2pb01	\N	\N	\N
fabac2pb02	B	Fabuland Tricycle (2 Front Wheels) with Ice Cream Popsicle and Green Stars Pattern (Sticker) - Set 3672	153	14.4	http://www.bricklink.com/PL/fabac2pb02	10	5	3
fabac3	B	Fabuland Scooter	153	9.5	http://www.bricklink.com/PL/fabac3	\N	\N	\N
fabad2	B	Fabuland Utensil Lawnmower	153	3.31	http://www.bricklink.com/PL/fabad2	\N	\N	\N
fabad3c01	B	Fabuland Stroller	153	5	http://www.bricklink.com/PL/fabad3c01	\N	\N	\N
fabad4	B	Fabuland Utensil Wheelbarrow (1 Front Wheel)	153	\N	http://www.bricklink.com/PL/fabad4	\N	\N	\N
fabad5c01	B	Fabuland Utensil Hand Truck	153	4	http://www.bricklink.com/PL/fabad5c01	\N	\N	\N
fabad6c01	B	Fabuland Utensil Wheelbarrow (2 Wheels)	153	6.76	http://www.bricklink.com/PL/fabad6c01	\N	\N	\N
fabah1	B	Fabuland Car Door Left	153	1.6	http://www.bricklink.com/PL/fabah1	6	1	3
fabah1pb01	B	Fabuland Car Door Left With Flowers Pattern (Sticker) - Set 3635	153	1.6	http://www.bricklink.com/PL/fabah1pb01	6	1	3
fabah2	B	Fabuland Car Door Right	153	1.6	http://www.bricklink.com/PL/fabah2	6	1	3
fabah2pb01	B	Fabuland Car Door Right With Flowers Pattern (Sticker) - Set 3635	153	1.6	http://www.bricklink.com/PL/fabah2pb01	6	1	3
fabah4	B	Fabuland Car Roof, Flipable - Top	153	9	http://www.bricklink.com/PL/fabah4	\N	\N	\N
fabah4-hinge	B	Fabuland Car Roof, Flipable - Hinge Brick	153	3.5	http://www.bricklink.com/PL/fabah4-hinge	1	4	2.67
fabai1	B	Fabuland Window Squared Small	153	1.96	http://www.bricklink.com/PL/fabai1	2	4	3
fabai3	B	Fabuland Window Arch	153	1.5	http://www.bricklink.com/PL/fabai3	1.5	4	3
fabai4	B	Fabuland Window 1 x 4 x 5 with Curved Top	153	3.83	http://www.bricklink.com/PL/fabai4	1	4	5
fabaj1	B	Fabuland Brick, Modified 1 x 4 x 2 Bell Shape	153	2	http://www.bricklink.com/PL/fabaj1	1	4	2
fabaj1pb01	B	Fabuland Brick, Modified 1 x 4 x 2 Bell Shape with Number 62 and Yellow Arrows Pattern (Sticker) - Set 3662	153	2	http://www.bricklink.com/PL/fabaj1pb01	1	4	2
fabaj1pb02	B	Fabuland Brick, Modified 1 x 4 x 2 Bell Shape with Rowboat Pattern on both sides (Stickers) - Set 3683	153	2	http://www.bricklink.com/PL/fabaj1pb02	1	4	2
fabaj3	B	Fabuland Brick, Modified 1 x 4 x 2 Bell Shape with Headlights	153	2.5	http://www.bricklink.com/PL/fabaj3	1	6	2
fabak3pb06	B	Fabuland Door with Oval pane in 3 sections with Padlock Pattern (Sticker) - Set 3669	153	2.5	http://www.bricklink.com/PL/fabak3pb06	1	6	5
fabal6	B	Fabuland Fire Ladder Complete Assembly	153	9	http://www.bricklink.com/PL/fabal6	16	4	3
fabbc1	B	Fabuland Door Frame with Door (Yellow Door)	153	11.2	http://www.bricklink.com/PL/fabbc1	2	6	7
fabbc1b	B	Fabuland Door Frame with Door (Red Door)	153	11.2	http://www.bricklink.com/PL/fabbc1b	2	6	7
fabbc1c	B	Fabuland Door Frame with Door (Blue Door)	153	11.2	http://www.bricklink.com/PL/fabbc1c	2	6	7
fabbd5	B	Fabuland Antenna	153	1.5	http://www.bricklink.com/PL/fabbd5	\N	\N	\N
fabca2	B	Fabuland Table	153	4	http://www.bricklink.com/PL/fabca2	5	5	2
fabca3	B	Fabuland Bed	153	9	http://www.bricklink.com/PL/fabca3	8	4	2.33
fabca3pb01	B	Fabuland Bed with Red Heart Pattern on Both Ends (Stickers) - Set 3678	153	9	http://www.bricklink.com/PL/fabca3pb01	8	4	2.33
fabea2	B	Fabuland Tree with Apples Pattern	153	10.2	http://www.bricklink.com/PL/fabea2	8	3	9.33
fabea7	B	Fabuland Utensil Rake	153	1	http://www.bricklink.com/PL/fabea7	9	4	0.33
fabeb4	B	Fabuland Utensil Ladder	153	4.7	http://www.bricklink.com/PL/fabeb4	4	4	9.33
fabed10	B	Fabuland Utensil Pickaxe	153	0.9	http://www.bricklink.com/PL/fabed10	\N	\N	\N
fabed4	B	Fabuland Utensil Hammer	153	1	http://www.bricklink.com/PL/fabed4	\N	\N	\N
fabed8	B	Fabuland Utensil Trowel	153	\N	http://www.bricklink.com/PL/fabed8	\N	\N	\N
fabef1	B	Fabuland Mailbox 4 x 4 x 4	153	7.1	http://www.bricklink.com/PL/fabef1	4	4	4
fabef5	B	Fabuland Trashcan	153	7.4	http://www.bricklink.com/PL/fabef5	4	4	4
fabef6	B	Fabuland Trashcan Lid 5 x 5	153	2	http://www.bricklink.com/PL/fabef6	5	5	1
fabeg2	B	Fabuland Utensil Drum	153	1.5	http://www.bricklink.com/PL/fabeg2	\N	\N	\N
fabeg3	B	Fabuland Utensil Drum Stick	153	0.25	http://www.bricklink.com/PL/fabeg3	\N	\N	\N
fabeh4	B	Fabuland Utensil Frying Pan	153	\N	http://www.bricklink.com/PL/fabeh4	\N	\N	\N
fabeh5	B	Fabuland Utensil Cauldron, Kettle, Teapot	153	2.5	http://www.bricklink.com/PL/fabeh5	\N	\N	\N
fabeh8	B	Fabuland Utensil Basket	153	2	http://www.bricklink.com/PL/fabeh8	\N	\N	\N
fabei6	B	Fabuland Utensil Vacuum Cleaner	153	1.8	http://www.bricklink.com/PL/fabei6	2	5	2
fabei7	B	Fabuland Utensil Carpet Beater	153	3	http://www.bricklink.com/PL/fabei7	6	3	\N
fabek4	B	Fabuland Utensil Paint Brush	153	\N	http://www.bricklink.com/PL/fabek4	\N	\N	\N
fabhook	B	Hook, Fabuland Tow Hook - Hook only	112	0.47	http://www.bricklink.com/PL/fabhook	\N	\N	\N
fabhookc01	B	Hook, Fabuland Tow Hook - Complete Assembly	112	3.46	http://www.bricklink.com/PL/fabhookc01	2	4	3.33
hngpltD	B	Hinge Plate 1 x 2 with Double Finger	22	0.4	http://www.bricklink.com/PL/hngpltD	\N	\N	\N
hngpltS	B	Hinge Plate 1 x 2 with Single Finger	22	0.4	http://www.bricklink.com/PL/hngpltS	\N	\N	\N
hngpltc01	B	Hinge Plate 1 x 2 with Single / Double Finger Complete Assembly	22	0.8	http://www.bricklink.com/PL/hngpltc01	\N	\N	\N
horse01	B	Duplo Horse with Four Studs, Moveable Head and Tail	420	48	http://www.bricklink.com/PL/horse01	\N	\N	\N
lcs12v	B	Train Level Crossing Sign with Crossed Bars and Panel with Hole for Light	124	4	http://www.bricklink.com/PL/lcs12v	\N	\N	\N
lion02c01	B	Duplo Lion Adult Male	420	41	http://www.bricklink.com/PL/lion02c01	\N	\N	\N
polarc01pb01	B	Duplo Polar Bear Adult, Round Eyes	420	38	http://www.bricklink.com/PL/polarc01pb01	\N	\N	\N
sailbb04	B	Cloth Sail Top 27 x 17 with Red Thick Stripes Pattern	162	3	http://www.bricklink.com/PL/sailbb04	27	17	\N
sailbb05	B	Cloth Sail Bottom 30 x 15 with Red Thick Stripes Pattern	162	3.5	http://www.bricklink.com/PL/sailbb05	30	15	\N
sailbb20	B	Cloth Sail Triangular 15 x 22 with Blue Thick Stripes Pattern	162	1.5	http://www.bricklink.com/PL/sailbb20	15	22	\N
sailbb21	B	Cloth Sail Bottom 30 x 15 with Blue Thick Stripes Pattern	162	3	http://www.bricklink.com/PL/sailbb21	30	15	\N
sailbb22	B	Cloth Sail Top 27 x 17 with Blue Thick Stripes Pattern	162	3	http://www.bricklink.com/PL/sailbb22	27	17	\N
sailbb23	B	Cloth Sail Triangular 15 x 22 with Red Thick Stripes Pattern	162	1.4	http://www.bricklink.com/PL/sailbb23	15	22	\N
scl003	B	Scala Ring with 1 x 2 Plate - Size Medium	102	\N	http://www.bricklink.com/PL/scl003	\N	\N	\N
scl004	B	Scala Ring with 1 x 2 Plate - Size Large	102	\N	http://www.bricklink.com/PL/scl004	\N	\N	\N
scl005	B	Scala Ring with 1 x 2 Plate - Size Small	102	\N	http://www.bricklink.com/PL/scl005	\N	\N	\N
tigerc01	B	Duplo Tiger Adult Standing	420	35	http://www.bricklink.com/PL/tigerc01	\N	\N	\N
tractor	B	Duplo Farm Tractor	488	68	http://www.bricklink.com/PL/tractor	\N	\N	\N
trainrim	B	Train Rim for 4.5V & 12V Locomotive Wheels	111	0.28	http://www.bricklink.com/PL/trainrim	\N	\N	\N
trainsig2	B	Train Signal Circuit-Breaker Bar	124	2.1	http://www.bricklink.com/PL/trainsig2	\N	\N	\N
wheel2a	B	Train Wheel Spoked for Motor	43	1.59	http://www.bricklink.com/PL/wheel2a	\N	\N	\N
wheel2ac01	B	Train Wheel Spoked (for motor), with Black Train Rim for 4.5V & 12V Locomotive Wheels (wheel2A / trainrim)	532	1.87	http://www.bricklink.com/PL/wheel2ac01	\N	\N	\N
wheel2ac02	B	Train Wheel Spoked (for motor), with Light Gray Train Rim for 4.5V & 12V Locomotive Wheels (wheel2A / trainrim)	532	1.87	http://www.bricklink.com/PL/wheel2ac02	\N	\N	\N
x103	B	Minifig, Headgear Hair Female Pigtails	16	0.27	http://www.bricklink.com/PL/x103	\N	\N	\N
x110c01	B	Minifig, Weapon Cannon Shooting	19	4	http://www.bricklink.com/PL/x110c01	\N	\N	\N
x1118	B	Duplo Ladder 4 Rung	167	5.5	http://www.bricklink.com/PL/x1118	\N	\N	\N
x1123	B	Duplo Rotor 3 Blade for Helicopter Body (Skids not Removable) (Propeller)	640	3.84	http://www.bricklink.com/PL/x1123	\N	\N	\N
x1145px1	B	Duplo Fish with 4 Studs on Top and Black Eyes Pattern	420	40	http://www.bricklink.com/PL/x1145px1	\N	\N	\N
x1146c01	B	Duplo Rattle Octopus	167	100.3	http://www.bricklink.com/PL/x1146c01	8.5	10	3
x1161cx1	B	Electric, Sensor, Light 4.5V (Optosensor)	119	3	http://www.bricklink.com/PL/x1161cx1	2	3	1.33
x1167cx1	B	Electric, Sensor, Touch 4.5V	119	3.01	http://www.bricklink.com/PL/x1167cx1	\N	\N	\N
x137	B	Rubber Band Thin (Square Cross Section)	229	0.11	http://www.bricklink.com/PL/x137	\N	\N	\N
x1188cx1	B	Duplo Rattle Duck with Handles	167	\N	http://www.bricklink.com/PL/x1188cx1	\N	\N	\N
x120a	B	Fabuland Utensil Shovel with raised 'Fabuland'	153	0.3	http://www.bricklink.com/PL/x120a	\N	\N	\N
x1316c01	B	Duplo Rattle Rocking Bottom with Red/Blue Wheels	167	\N	http://www.bricklink.com/PL/x1316c01	4	10	\N
x1316c02	B	Duplo Rattle Rocking Bottom with Yellow/Blue Wheels	167	\N	http://www.bricklink.com/PL/x1316c02	4	10	\N
x138	B	Rubber Band Large (Square Cross Section)	229	0.22	http://www.bricklink.com/PL/x138	\N	\N	\N
x145c01	B	Boat Hull Smooth Bow 5 x 6 x 3 1/3, Deck Color Light Gray	3	20.2	http://www.bricklink.com/PL/x145c01	5	6	3.33
x145c01pb01	B	Boat Hull Smooth Bow 5 x 6 x 3 1/3, Deck Color Light Gray with White Stripes and Red 'L' in White/Black/Orange Logo Pattern (Sticker)	3	20.3	http://www.bricklink.com/PL/x145c01pb01	5	6	3.33
x146c01	B	Boat Hull Smooth Middle 8 x 6 x 3 1/3, Deck Color Light Gray	3	29.92	http://www.bricklink.com/PL/x146c01	8	6	3.33
x146c01pb01	B	Boat Hull Smooth Middle 8 x 6 x 3 1/3, Deck Color Light Gray with White Double Dots Pattern on Both Sides (Stickers) - Set 4025	3	30.1	http://www.bricklink.com/PL/x146c01pb01	8	6	3.33
x146c01pb02	B	Boat Hull Smooth Middle 8 x 6 x 3 1/3, Deck Color Light Gray with Fire Logo Pattern on Both Sides (Stickers) - Set 4025	3	30.1	http://www.bricklink.com/PL/x146c01pb02	8	6	3.33
x146c01pb03	B	Boat Hull Smooth Middle 8 x 6 x 3 1/3, Deck Color Light Gray with White Double Dots and Hook Pattern on Both Sides (Stickers) - Set 4005	3	30	http://www.bricklink.com/PL/x146c01pb03	8	6	3.3
x147c01	B	Boat Hull Smooth Stern 6 x 6 x 3 1/3, Deck Color Light Gray	3	21.04	http://www.bricklink.com/PL/x147c01	6	6	3.33
x147c01pb01	B	Boat Hull Smooth Stern 6 x 6 x 3 1/3, Deck Color Light Gray with '4025' on Both sides and White Double Dots on Back Pattern (Stickers) - Set 4025	3	21.1	http://www.bricklink.com/PL/x147c01pb01	8	6	3.33
x147c01pb02	B	Boat Hull Smooth Stern 6 x 6 x 3 1/3, Deck Color Light Gray with '4005' Pattern on Both Sides (Stickers) - Set 4005	3	21	http://www.bricklink.com/PL/x147c01pb02	6	6	3.3
x149	B	Boat Keel Weighted 8 x 2 x 4	3	49.69	http://www.bricklink.com/PL/x149	8	2	4
x151	B	Rubber Band Small (Square Cross Section)	229	0.08	http://www.bricklink.com/PL/x151	\N	\N	\N
x157	B	Technic Rubber Cable Holder	36	\N	http://www.bricklink.com/PL/x157	\N	\N	\N
x167	B	Minifig, Headgear Helmet Castle with Fixed Face Grille	16	0.74	http://www.bricklink.com/PL/x167	\N	\N	\N
x1718c01	B	Duplo Rattle Circular with Yellow/Blue Wheels	167	\N	http://www.bricklink.com/PL/x1718c01	\N	\N	\N
x1718c02	B	Duplo Rattle Circular with Red/Blue Wheels	167	\N	http://www.bricklink.com/PL/x1718c02	\N	\N	\N
x1727c01	B	Duplo Rattle Oblong with Red/Blue Wheels	167	123	http://www.bricklink.com/PL/x1727c01	\N	\N	\N
x1728cx1	B	Duplo Rattle Teether Oval 2 x 6 x 3 with Handle and Turning Red Duck Face with Yellow Beak and Rattling Eyes	167	\N	http://www.bricklink.com/PL/x1728cx1	2	6	3
x1728cx2	B	Duplo Rattle Teether Oval 2 x 6 x 3 with Handle and Turning Yellow Duck Face with Red Beak and Rattling Eyes	167	\N	http://www.bricklink.com/PL/x1728cx2	2	6	3
x187	B	Technic, Gear 24 Tooth (Old Style with Three Axle Holes)	136	1.13	http://www.bricklink.com/PL/x187	\N	\N	\N
x196	B	Homemaker Figure Headgear Hair Long	85	1.5	http://www.bricklink.com/PL/x196	\N	\N	\N
x197	B	Homemaker Figure Headgear Hair Short	85	1	http://www.bricklink.com/PL/x197	\N	\N	\N
x197bun	B	Homemaker Figure Headgear Hair Bun	85	1.72	http://www.bricklink.com/PL/x197bun	\N	\N	\N
x222	B	Fabuland Sign on Pole	153	2.4	http://www.bricklink.com/PL/x222	\N	\N	\N
x222pb01	B	Fabuland Sign on Pole with Fire Station Pattern (Stickers) - Set 3682	153	2.4	http://www.bricklink.com/PL/x222pb01	\N	\N	\N
x222pb02	B	Fabuland Sign on Pole with Bus Stop Pattern (Stickers) - Set 3662	153	2.4	http://www.bricklink.com/PL/x222pb02	\N	\N	\N
x222pb03	B	Fabuland Sign on Pole with Stamp & Horn Pattern (Stickers) - Set 3675	153	2.4	http://www.bricklink.com/PL/x222pb03	\N	\N	\N
x222pb04	B	Fabuland Sign on Pole with Fruit Pattern (Stickers) - Set 3675	153	2.4	http://www.bricklink.com/PL/x222pb04	\N	\N	\N
x222pb05	B	Fabuland Sign on Pole with Bus Pattern (Stickers) - Set 3719	153	2.4	http://www.bricklink.com/PL/x222pb05	\N	\N	\N
x234	B	Minifig, Utensil Ladle / Spoon	18	0.53	http://www.bricklink.com/PL/x234	\N	\N	\N
x244	B	Baseplate 24 x 40	2	92	http://www.bricklink.com/PL/x244	24	40	\N
x246	B	Minifig, Utensil Net (Fabuland Wind Gauge)	18	1.01	http://www.bricklink.com/PL/x246	\N	\N	\N
x264	B	Rubber Band Medium (Square Cross Section)	229	0.23	http://www.bricklink.com/PL/x264	\N	\N	\N
x37	B	Rubber Belt Medium (Round Cross Section) - Approx. 3 x 3	229	0.15	http://www.bricklink.com/PL/x37	\N	\N	\N
x460	B	Train Motor 12V Connecting Rod (7 studs long)	124	0.38	http://www.bricklink.com/PL/x460	\N	\N	\N
x461	B	Plate, Modified 1 x 2 with Steam Engine Cylinder, Round Surfaces	27	1.35	http://www.bricklink.com/PL/x461	\N	\N	\N
x461b	B	Plate, Modified 1 x 2 with Steam Engine Cylinder, Round Surfaces, Interior Grooves	27	1.35	http://www.bricklink.com/PL/x461b	\N	\N	\N
x466	B	Electric, Wire 12V / 4.5V with two Leads, unspecified length	735	\N	http://www.bricklink.com/PL/x466	\N	\N	\N
x466c11	B	Electric, Wire 12V / 4.5V with two 2-prong connectors,  11 Studs Long	735	\N	http://www.bricklink.com/PL/x466c11	\N	\N	\N
x467c10	B	Hose, Classic 4mm D. 10L	87	0.75	http://www.bricklink.com/PL/x467c10	\N	\N	\N
x467c12	B	Hose, Classic 4mm D. 12L	87	1	http://www.bricklink.com/PL/x467c12	\N	\N	\N
x469b	B	Electric, Motor 4.5V Type II 12 x 4 x 3 1/3	121	165	http://www.bricklink.com/PL/x469b	12	4	3.33
x469ba	B	Electric, Motor 4.5V Type II 12 x 4 x 3 1/3 Upper Housing (Train)	121	11	http://www.bricklink.com/PL/x469ba	\N	\N	\N
x469bb	B	Electric, Motor 4.5V Type II 12 x 4 x 3 1/3 Lower Housing (Train)	121	\N	http://www.bricklink.com/PL/x469bb	\N	\N	\N
x469bc	B	Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3 Gearbox (Train)	121	100	http://www.bricklink.com/PL/x469bc	\N	\N	\N
x469bopen	B	Electric, Motor 4.5V Type III 12 x 4 x 3 1/3 (open contacts)	121	164	http://www.bricklink.com/PL/x469bopen	12	4	3.33
x471	B	Electric, Train 12V Transformer Speed Throttle	122	5	http://www.bricklink.com/PL/x471	5	5	1
x482	B	Electric Train Motor 4.5V Replacement	121	43	http://www.bricklink.com/PL/x482	\N	\N	\N
x486	B	Tread Small - Old	111	3	http://www.bricklink.com/PL/x486	\N	\N	\N
x488c01	B	Train Battery Box Car with Switch and Red Wheels	124	58	http://www.bricklink.com/PL/x488c01	\N	\N	\N
x488c01pb03	B	Train Battery Box Car with Switch and Red Wheels and Cargo Doors Pattern both sides (Stickers) - Set 7720	124	80	http://www.bricklink.com/PL/x488c01pb03	\N	\N	\N
x488c02	B	Train Battery Box Car with Switch and Black Wheels	124	58	http://www.bricklink.com/PL/x488c02	\N	\N	\N
x488c02pb01	B	Train Battery Box Car with Switch and Black Wheels with 'DB 7722' and Weight Table Pattern on Both Sides (Stickers) - Set 7722	124	58	http://www.bricklink.com/PL/x488c02pb01	\N	\N	\N
x489	B	Train Signal Post	124	17	http://www.bricklink.com/PL/x489	4	9	14
x507	B	Electric, Motor 4.5V/12V Bush	121	0.3	http://www.bricklink.com/PL/x507	\N	\N	\N
x516	B	Container, Trunk Bottom 4 x 6 x 2 1/3	10	7	http://www.bricklink.com/PL/x516	4	6	2.33
x516pb01	B	Container, Trunk Bottom 4 x 6 x 2 1/3 with Padlock Pattern on Two Sides (Stickers) - Set 3635	643	7	http://www.bricklink.com/PL/x516pb01	4	6	2.33
x516pb02	B	Container, Trunk Bottom 4 x 6 x 2 1/3 with Cheese on Front, Bread on Right Side, Eggs on Left Side Pattern (Stickers) - Set 3667	643	7	http://www.bricklink.com/PL/x516pb02	4	6	2.33
x517pb01	B	Container, Trunk Lid 4 x 6 x 1 2/3 with Red Stars and Soda Cup Pattern (Stickers) - Set 3681	643	5.5	http://www.bricklink.com/PL/x517pb01	4	6	1.67
x517pb02	B	Container, Trunk Lid 4 x 6 x 1 2/3 with Turqouise, Yellow, and Purple Star Pattern (Stickers) - Set 3683	643	5.5	http://www.bricklink.com/PL/x517pb02	4	6	1.67
x517pb03	B	Container, Trunk Lid 4 x 6 x 1 2/3 With Yellow Stars and Yellow #5 Pattern (Stickers) - Set 3681	643	5.5	http://www.bricklink.com/PL/x517pb03	4	6	1.67
