4555pb071	M	Duplo Figure, Male, Green Legs, Red Top Plaid, Brown Cap	167	16.5	http://www.bricklink.com/ML/4555pb071
4555pb072	M	Duplo Figure, Female, Black Legs, Dark Gray Top with Blue Patches, Black Hair, Wart on Nose, Tooth	167	17.5599995	http://www.bricklink.com/ML/4555pb072
4555pb073	M	Duplo Figure, Male, Dark Gray Legs, Tan Top, Pith Helmet, Moustache	167	17.3999996	http://www.bricklink.com/ML/4555pb073
4555pb074	M	Duplo Figure, Male, Dark Gray Legs, White Top with Blue Vest with Pocket and Two Buttons, Black Top Hat	167	17.75	http://www.bricklink.com/ML/4555pb074
4555pb075	M	Duplo Figure, Male, Black Legs, Black Top with 4 Yellow Buttons and Red Tie, Black Hat, Curly Moustache (Train Engineer)	167	16.3600006	http://www.bricklink.com/ML/4555pb075
4555pb076	M	Duplo Figure, Male, Blue Legs, Red Top with Blue Overalls, Construction Hat White, Turned Up Nose	167	15.6000004	http://www.bricklink.com/ML/4555pb076
4555pb077	M	Duplo Figure, Female, Red Legs, Yellow Top with Red Buttons & Wrench in Pocket, Construction Hat White	167	15.6000004	http://www.bricklink.com/ML/4555pb077
4555pb078	M	Duplo Figure, Male, Green Legs, Yellow Top with Green Overalls, Red Cap (Zoo Keeper)	167	16.4400005	http://www.bricklink.com/ML/4555pb078
4555pb079	M	Duplo Figure, Male, Green Legs, Green Top, Yellow Cap (Zoo Keeper)	167	16.1700001	http://www.bricklink.com/ML/4555pb079
4555pb080	M	Duplo Figure, Male, Brown Legs, Flesh Top with White Stripes (American Indian Chief)	167	21.0100002	http://www.bricklink.com/ML/4555pb080
4555pb081	M	Duplo Figure, Male, Blue Legs, Blue Top with Cell Phone in Pocket, Construction Hat Orange	167	15.6000004	http://www.bricklink.com/ML/4555pb081
4555pb082	M	Duplo Figure, Male, Naughty Spud (Bob the Builder)	167	15.6000004	http://www.bricklink.com/ML/4555pb082
4555pb083	M	Duplo Figure, Male, Yellow Legs, Yellow Top with Green Racer Suspenders, Black Helmet with Stripes and Bear Pattern	167	17.3199997	http://www.bricklink.com/ML/4555pb083
4555pb084	M	Duplo Figure, Female, Medium Green Legs, Yellow Blouse with Collar, Gray Hair, Glasses	167	17.8799992	http://www.bricklink.com/ML/4555pb084
4555pb085	M	Duplo Figure, Female Clown, Red Legs, Red Hair	167	17.6000004	http://www.bricklink.com/ML/4555pb085
4555pb086	M	Duplo Figure, Male, Blue Legs, Yellow Top, Brown Cap, with White in Eyes Pattern	167	16.1000004	http://www.bricklink.com/ML/4555pb086
4555pb086a	M	Duplo Figure, Male, Blue Legs, Yellow Top, Brown Cap, no White in Eyes Pattern	167	16.5	http://www.bricklink.com/ML/4555pb086a
4555pb087	M	Duplo Figure, Male, Blue Legs, Red Top Plaid, White Cowboy Hat	167	17	http://www.bricklink.com/ML/4555pb087
4555pb088	M	Duplo Figure, Male, Light Gray Legs, Blue Top with Red Bandana, Black Cowboy Hat	167	17.1299992	http://www.bricklink.com/ML/4555pb088
4555pb089	M	Duplo Figure, Female, Red Legs, Blue Blouse with White Lace Trim, Brown Hair	167	17	http://www.bricklink.com/ML/4555pb089
4555pb090	M	Duplo Figure, Male Police, Dark Gray Legs, Black Top with Zipper, Tie and Badge, Blue Cap	167	16.7000008	http://www.bricklink.com/ML/4555pb090
